# Data printout from CCMC-simulation: version 1D-1.3
# Data type:  CORHEL  Heliosphere
# Run name:   Seungwoo_Ahn_121525_SH_2
# Missing data:  -1.09951e+12
# Start Date, time: 2015/09/07  11:00:00
# Time R Lat Lon V_r V_lon V_lat B_r B_lon B_lat N T E_r E_lon E_lat V B P_ram BP 
# day AU deg deg km/s km/s km/s nT nT nT cm^-3 K mV/m mV/m mV/m km/s nT nPa [] 
  2.26199E-03  1.00765E+00  7.25103E+00  1.80000E+02  2.96573E+02 -1.89687E+00  2.67924E-01  1.10810E+00 -1.20983E+00  3.56802E-03  1.56109E+01  4.07655E+04 -3.17374E-04  7.61294E-04  3.56701E-01  2.96580E+02  1.64061E+00  2.29640E+00  1.00000E+00
  6.82045E-03  1.00765E+00  7.25103E+00  1.80000E+02  2.96609E+02 -1.87666E+00  2.92202E-01  1.10798E+00 -1.20937E+00  3.46761E-03  1.56064E+01  4.07576E+04 -3.46872E-04  7.04769E-04  3.56630E-01  2.96615E+02  1.64018E+00  2.29629E+00  1.00000E+00
  1.13789E-02  1.00765E+00  7.25104E+00  1.80000E+02  2.96644E+02 -1.85576E+00  3.16248E-01  1.10787E+00 -1.20891E+00  3.36873E-03  1.56021E+01  4.07496E+04 -3.76064E-04  6.48953E-04  3.56560E-01  2.96650E+02  1.63977E+00  2.29620E+00  1.00000E+00
  1.59374E-02  1.00765E+00  7.25104E+00  1.80000E+02  2.96679E+02 -1.83415E+00  3.40063E-01  1.10776E+00 -1.20846E+00  3.27176E-03  1.55982E+01  4.07415E+04 -4.04952E-04  5.93952E-04  3.56493E-01  2.96685E+02  1.63937E+00  2.29616E+00  1.00000E+00
  2.04958E-02  1.00765E+00  7.25104E+00  1.80000E+02  2.96713E+02 -1.81182E+00  3.63652E-01  1.10767E+00 -1.20802E+00  3.17649E-03  1.55945E+01  4.07333E+04 -4.33543E-04  5.39703E-04  3.56428E-01  2.96719E+02  1.63898E+00  2.29615E+00  1.00000E+00
  2.50542E-02  1.00765E+00  7.25105E+00  1.80000E+02  2.96747E+02 -1.78875E+00  3.87017E-01  1.10757E+00 -1.20759E+00  3.08304E-03  1.55911E+01  4.07251E+04 -4.61841E-04  4.86234E-04  3.56366E-01  2.96753E+02  1.63859E+00  2.29617E+00  1.00000E+00
  2.96127E-02  1.00765E+00  7.25106E+00  1.80000E+02  2.96780E+02 -1.76493E+00  4.10162E-01  1.10749E+00 -1.20716E+00  2.99110E-03  1.55880E+01  4.07169E+04 -4.89852E-04  4.33452E-04  3.56307E-01  2.96786E+02  1.63822E+00  2.29623E+00  1.00000E+00
  3.41711E-02  1.00765E+00  7.25106E+00  1.80000E+02  2.96814E+02 -1.74035E+00  4.33089E-01  1.10740E+00 -1.20675E+00  2.90088E-03  1.55852E+01  4.07086E+04 -5.17581E-04  3.81416E-04  3.56252E-01  2.96819E+02  1.63786E+00  2.29632E+00  1.00000E+00
  3.87295E-02  1.00765E+00  7.25107E+00  1.80000E+02  2.96846E+02 -1.71501E+00  4.55799E-01  1.10733E+00 -1.20634E+00  2.81197E-03  1.55826E+01  4.07003E+04 -5.45027E-04  3.30003E-04  3.56199E-01  2.96852E+02  1.63751E+00  2.29645E+00  1.00000E+00
  4.32880E-02  1.00764E+00  7.25107E+00  1.80000E+02  2.96879E+02 -1.68891E+00  4.78298E-01  1.10726E+00 -1.20595E+00  2.72458E-03  1.55804E+01  4.06921E+04 -5.72201E-04  2.79268E-04  3.56150E-01  2.96884E+02  1.63717E+00  2.29662E+00  1.00000E+00
