# Data printout from CCMC-simulation: version 1D-1.3
# Data type:  CORHEL  Heliosphere
# Run name:   Seungwoo_Ahn_121825_SH_5
# Missing data:  -1.09951e+12
# Start Date, time: 2023/11/24  18:00:00
# Time R Lat Lon V_r V_lon V_lat B_r B_lon B_lat N T E_r E_lon E_lat V B P_ram BP 
# day AU deg deg km/s km/s km/s nT nT nT cm^-3 K mV/m mV/m mV/m km/s nT nPa [] 
  2.53095E-03  9.87263E-01  1.70414E+00  1.80000E+02  2.86967E+02  1.08243E+00  2.77136E-01  7.41467E-01 -1.05033E+00  1.13717E-03  1.49658E+01  3.59828E+04 -2.92315E-04  1.20842E-04  3.02212E-01  2.86969E+02  1.28568E+00  2.06114E+00  1.00000E+00
  7.09011E-03  9.87262E-01  1.70357E+00  1.80000E+02  2.86947E+02  1.11259E+00  2.80390E-01  7.42038E-01 -1.05107E+00  1.11845E-03  1.49762E+01  3.59788E+04 -2.95952E-04  1.12876E-04  3.02426E-01  2.86949E+02  1.28661E+00  2.06229E+00  1.00000E+00
  1.16492E-02  9.87261E-01  1.70301E+00  1.80000E+02  2.86928E+02  1.14255E+00  2.83608E-01  7.42642E-01 -1.05183E+00  1.09861E-03  1.49869E+01  3.59750E+04 -2.99562E-04  1.04601E-04  3.02647E-01  2.86930E+02  1.28758E+00  2.06348E+00  1.00000E+00
  1.62074E-02  9.87261E-01  1.70244E+00  1.80000E+02  2.86908E+02  1.17233E+00  2.86793E-01  7.43245E-01 -1.05262E+00  1.07774E-03  1.49977E+01  3.59714E+04 -3.03147E-04  9.60551E-05  3.02876E-01  2.86911E+02  1.28857E+00  2.06469E+00  1.00000E+00
  2.07658E-02  9.87260E-01  1.70187E+00  1.80000E+02  2.86890E+02  1.20187E+00  2.89944E-01  7.43882E-01 -1.05344E+00  1.05580E-03  1.50087E+01  3.59681E+04 -3.06707E-04  8.72125E-05  3.03114E-01  2.86892E+02  1.28961E+00  2.06594E+00  1.00000E+00
  2.53245E-02  9.87259E-01  1.70130E+00  1.80000E+02  2.86871E+02  1.23119E+00  2.93065E-01  7.44519E-01 -1.05428E+00  1.03290E-03  1.50199E+01  3.59651E+04 -3.10245E-04  7.81171E-05  3.03360E-01  2.86874E+02  1.29067E+00  2.06722E+00  1.00000E+00
  2.98834E-02  9.87258E-01  1.70074E+00  1.80000E+02  2.86853E+02  1.26029E+00  2.96154E-01  7.45189E-01 -1.05516E+00  1.00901E-03  1.50312E+01  3.59623E+04 -3.13760E-04  6.87481E-05  3.03615E-01  2.86856E+02  1.29177E+00  2.06853E+00  1.00000E+00
  3.44426E-02  9.87257E-01  1.70017E+00  1.80000E+02  2.86836E+02  1.28911E+00  2.99213E-01  7.45858E-01 -1.05606E+00  9.84278E-04  1.50428E+01  3.59598E+04 -3.17257E-04  5.91559E-05  3.03879E-01  2.86839E+02  1.29289E+00  2.06987E+00  1.00000E+00
  3.90020E-02  9.87256E-01  1.69960E+00  1.80000E+02  2.86819E+02  1.31761E+00  3.02243E-01  7.46562E-01 -1.05700E+00  9.58661E-04  1.50546E+01  3.59576E+04 -3.20734E-04  4.93191E-05  3.04151E-01  2.86822E+02  1.29407E+00  2.07124E+00  1.00000E+00
  4.35617E-02  9.87256E-01  1.69904E+00  1.80000E+02  2.86802E+02  1.34574E+00  3.05244E-01  7.47265E-01 -1.05796E+00  9.32195E-04  1.50665E+01  3.59557E+04 -3.24191E-04  3.92573E-05  3.04432E-01  2.86805E+02  1.29526E+00  2.07265E+00  1.00000E+00
  4.81216E-02  9.87255E-01  1.69846E+00  1.80000E+02  2.86786E+02  1.37347E+00  3.08218E-01  7.48002E-01 -1.05896E+00  9.04775E-04  1.50787E+01  3.59540E+04 -3.27633E-04  2.89289E-05  3.04722E-01  2.86789E+02  1.29650E+00  2.07409E+00  1.00000E+00
  5.26818E-02  9.87254E-01  1.69790E+00  1.80000E+02  2.86770E+02  1.40073E+00  3.11165E-01  7.48738E-01 -1.05999E+00  8.76662E-04  1.50911E+01  3.59527E+04 -3.31059E-04  1.84191E-05  3.05021E-01  2.86773E+02  1.29776E+00  2.07556E+00  1.00000E+00
  5.72423E-02  9.87253E-01  1.69733E+00  1.80000E+02  2.86754E+02  1.42749E+00  3.14086E-01  7.49509E-01 -1.06104E+00  8.47883E-04  1.51037E+01  3.59517E+04 -3.34469E-04  7.72400E-06  3.05328E-01  2.86758E+02  1.29907E+00  2.07708E+00  1.00000E+00
  6.18029E-02  9.87252E-01  1.69676E+00  1.80000E+02  2.86740E+02  1.45372E+00  3.16982E-01  7.50279E-01 -1.06212E+00  8.18689E-04  1.51165E+01  3.59510E+04 -3.37864E-04 -3.07467E-06  3.05643E-01  2.86743E+02  1.30039E+00  2.07863E+00  1.00000E+00
  6.63639E-02  9.87251E-01  1.69620E+00  1.80000E+02  2.86725E+02  1.47935E+00  3.19857E-01  7.51081E-01 -1.06322E+00  7.89078E-04  1.51296E+01  3.59506E+04 -3.41246E-04 -1.39898E-05  3.05964E-01  2.86729E+02  1.30176E+00  2.08022E+00  1.00000E+00
  7.09251E-02  9.87251E-01  1.69563E+00  1.80000E+02  2.86711E+02  1.50436E+00  3.22710E-01  7.51883E-01 -1.06434E+00  7.59273E-04  1.51428E+01  3.59506E+04 -3.44616E-04 -2.49480E-05  3.06290E-01  2.86715E+02  1.30313E+00  2.08184E+00  1.00000E+00
